date,price_per_lb
2016-05-10,145.4499969482422
2016-05-11,145.5500030517578
2016-05-12,146.9499969482422
2016-05-13,145.35000610351562
2016-05-16,143.5
2016-05-17,146.35000610351562
2016-05-18,145.89999389648438
2016-05-19,148.60000610351562
2016-05-20,150.10000610351562
2016-05-23,147.64999389648438
2016-05-24,145.5
2016-05-25,147.8000030517578
2016-05-26,148.0500030517578
2016-05-27,146.5
2016-05-31,152.5500030517578
2016-06-01,154.25
2016-06-02,157.0500030517578
2016-06-03,158.5
2016-06-06,167.1999969482422
2016-06-07,167.5
2016-06-08,164.3000030517578
2016-06-09,166.60000610351562
2016-06-10,167.5500030517578
2016-06-13,167.39999389648438
2016-06-14,163.75
2016-06-15,162.39999389648438
2016-06-16,166.0500030517578
2016-06-17,167.0500030517578
2016-06-20,166.89999389648438
2016-06-21,165.10000610351562
2016-06-22,164.1999969482422
2016-06-23,167.1999969482422
2016-06-24,166.3000030517578
2016-06-27,165.5
2016-06-28,166.1999969482422
2016-06-29,172.89999389648438
2016-06-30,177.14999389648438
2016-07-01,180.85000610351562
2016-07-05,186.64999389648438
2016-07-06,185.85000610351562
2016-07-07,186.75
2016-07-08,188.9499969482422
2016-07-11,179.6999969482422
2016-07-12,176.8000030517578
2016-07-13,181.10000610351562
2016-07-14,184.1999969482422
2016-07-15,183.85000610351562
2016-07-18,184.4499969482422
2016-07-19,182.85000610351562
2016-07-20,182.3000030517578
2016-07-21,180.6999969482422
2016-07-22,180.64999389648438
2016-07-25,187.35000610351562
2016-07-26,193.25
2016-07-27,189.8000030517578
2016-07-28,179.8000030517578
2016-07-29,174.64999389648438
2016-08-01,180.85000610351562
2016-08-02,170.85000610351562
2016-08-03,172.89999389648438
2016-08-04,175.14999389648438
2016-08-05,183.39999389648438
2016-08-08,177.1999969482422
2016-08-09,183.60000610351562
2016-08-10,181.10000610351562
2016-08-11,183.5500030517578
2016-08-12,180.9499969482422
2016-08-15,181.35000610351562
2016-08-16,178.60000610351562
2016-08-17,175.5500030517578
2016-08-18,176.5
2016-08-19,179.89999389648438
2016-08-22,179.0500030517578
2016-08-23,187.10000610351562
2016-08-24,188.0500030517578
2016-08-25,185.85000610351562
2016-08-26,186.5
2016-08-29,191.9499969482422
2016-08-30,188.85000610351562
2016-08-31,182.10000610351562
2016-09-01,190.89999389648438
2016-09-02,186.4499969482422
2016-09-06,191.8000030517578
2016-09-07,191.1999969482422
2016-09-08,195.64999389648438
2016-09-09,198.25
2016-09-12,192.0
2016-09-13,197.1999969482422
2016-09-14,195.5
2016-09-15,194.60000610351562
2016-09-16,196.6999969482422
2016-09-19,198.89999389648438
2016-09-20,204.39999389648438
2016-09-21,199.5500030517578
2016-09-22,204.0500030517578
2016-09-23,202.6999969482422
2016-09-26,204.35000610351562
2016-09-27,209.3000030517578
2016-09-28,206.85000610351562
2016-09-29,203.6999969482422
2016-09-30,205.0
2016-10-03,196.89999389648438
2016-10-04,202.1999969482422
2016-10-05,201.39999389648438
2016-10-06,199.64999389648438
2016-10-07,198.10000610351562
2016-10-11,200.0500030517578
2016-10-12,198.75
2016-10-13,191.4499969482422
2016-10-14,188.4499969482422
2016-10-17,188.6999969482422
2016-10-18,189.9499969482422
2016-10-19,196.14999389648438
2016-10-20,195.5
2016-10-21,200.5
2016-10-24,206.0
2016-10-25,207.6999969482422
2016-10-26,210.10000610351562
2016-10-27,215.10000610351562
2016-10-28,216.3000030517578
2016-10-31,221.9499969482422
2016-11-01,232.85000610351562
2016-11-02,229.75
2016-11-03,222.85000610351562
2016-11-04,227.6999969482422
2016-11-07,229.85000610351562
2016-11-08,222.25
2016-11-09,220.25
2016-11-10,217.14999389648438
2016-11-14,206.10000610351562
2016-11-15,208.64999389648438
2016-11-16,208.9499969482422
2016-11-17,212.39999389648438
2016-11-18,212.3000030517578
2016-11-21,212.60000610351562
2016-11-22,210.60000610351562
2016-11-23,212.25
2016-11-25,216.4499969482422
2016-11-28,214.4499969482422
2016-11-29,215.39999389648438
2016-11-30,217.60000610351562
2016-12-01,221.9499969482422
2016-12-02,220.64999389648438
2016-12-05,220.10000610351562
2016-12-06,217.0
2016-12-07,214.14999389648438
2016-12-08,213.39999389648438
2016-12-09,213.0
2016-12-12,204.5
2016-12-13,202.1999969482422
2016-12-14,201.60000610351562
2016-12-15,195.4499969482422
2016-12-16,195.0500030517578
2016-12-19,199.89999389648438
2016-12-20,201.8000030517578
2016-12-21,197.85000610351562
2016-12-22,194.35000610351562
2016-12-23,191.75
2016-12-27,190.6999969482422
2016-12-28,187.8000030517578
2016-12-29,194.35000610351562
2016-12-30,198.10000610351562
2017-01-03,197.0
2017-01-04,196.0500030517578
2017-01-05,190.89999389648438
2017-01-06,185.5500030517578
2017-01-09,181.89999389648438
2017-01-10,182.5
2017-01-11,183.89999389648438
2017-01-12,184.5
2017-01-13,183.14999389648438
2017-01-17,173.60000610351562
2017-01-18,169.75
2017-01-19,167.6999969482422
2017-01-20,166.25
2017-01-23,162.4499969482422
2017-01-24,165.5500030517578
2017-01-25,166.64999389648438
2017-01-26,164.35000610351562
2017-01-27,173.1999969482422
2017-01-30,177.85000610351562
2017-01-31,172.89999389648438
2017-02-01,171.35000610351562
2017-02-02,166.39999389648438
2017-02-03,167.0
2017-02-06,165.5
2017-02-07,170.0
2017-02-08,173.0
2017-02-09,174.0
2017-02-10,169.9499969482422
2017-02-13,167.10000610351562
2017-02-14,170.0
2017-02-15,173.0
2017-02-16,174.5
2017-02-17,176.25
2017-02-21,175.4499969482422
2017-02-22,173.85000610351562
2017-02-23,175.8000030517578
2017-02-24,172.0500030517578
2017-02-27,162.0500030517578
2017-02-28,164.8000030517578
2017-03-01,166.5500030517578
2017-03-02,170.60000610351562
2017-03-03,174.85000610351562
2017-03-06,179.8000030517578
2017-03-07,179.0
2017-03-08,175.10000610351562
2017-03-09,176.75
2017-03-10,172.10000610351562
2017-03-13,175.3000030517578
2017-03-14,175.3000030517578
2017-03-15,178.10000610351562
2017-03-16,177.5
2017-03-17,180.9499969482422
2017-03-20,182.85000610351562
2017-03-21,190.3000030517578
2017-03-22,189.0
2017-03-23,185.14999389648438
2017-03-24,180.35000610351562
2017-03-27,175.0
2017-03-28,170.5
2017-03-29,168.75
2017-03-30,160.5500030517578
2017-03-31,157.0
2017-04-03,154.0
2017-04-04,155.10000610351562
2017-04-05,160.75
2017-04-06,162.0500030517578
2017-04-07,167.39999389648438
2017-04-10,167.60000610351562
2017-04-11,161.75
2017-04-12,161.14999389648438
2017-04-13,160.75
2017-04-17,158.89999389648438
2017-04-18,163.64999389648438
2017-04-19,166.14999389648438
2017-04-20,161.0500030517578
2017-04-21,160.0
2017-04-24,157.39999389648438
2017-04-25,158.0500030517578
2017-04-26,160.75
2017-04-27,156.1999969482422
2017-04-28,158.10000610351562
2017-05-01,161.25
2017-05-02,159.64999389648438
2017-05-03,154.85000610351562
2017-05-04,150.8000030517578
2017-05-05,147.25
2017-05-08,149.10000610351562
2017-05-09,147.89999389648438
2017-05-10,143.14999389648438
2017-05-11,145.0
2017-05-12,147.5500030517578
2017-05-15,144.25
2017-05-16,143.35000610351562
2017-05-17,141.89999389648438
2017-05-18,141.10000610351562
2017-05-19,139.75
2017-05-22,136.0500030517578
2017-05-23,135.8000030517578
2017-05-24,135.89999389648438
2017-05-25,135.9499969482422
2017-05-26,138.60000610351562
2017-05-30,136.4499969482422
2017-05-31,133.5500030517578
2017-06-01,131.89999389648438
2017-06-02,132.5
2017-06-05,135.75
2017-06-06,132.5500030517578
2017-06-07,131.89999389648438
2017-06-08,136.9499969482422
2017-06-09,138.8000030517578
2017-06-12,138.14999389648438
2017-06-13,141.0500030517578
2017-06-14,140.25
2017-06-15,142.75
2017-06-16,141.75
2017-06-19,139.0
2017-06-20,135.60000610351562
2017-06-21,131.39999389648438
2017-06-22,131.9499969482422
2017-06-23,137.64999389648438
2017-06-26,140.89999389648438
2017-06-27,142.9499969482422
2017-06-28,139.14999389648438
2017-06-29,132.89999389648438
2017-06-30,129.85000610351562
2017-07-03,131.64999389648438
2017-07-05,137.5
2017-07-06,134.8000030517578
2017-07-07,132.0
2017-07-10,132.85000610351562
2017-07-11,131.0
2017-07-12,128.8000030517578
2017-07-13,128.9499969482422
2017-07-14,126.9000015258789
2017-07-17,126.69999694824219
2017-07-18,126.69999694824219
2017-07-19,125.5
2017-07-20,125.80000305175781
2017-07-21,130.39999389648438
2017-07-24,134.5
2017-07-25,132.64999389648438
2017-07-26,134.0500030517578
2017-07-27,137.75
2017-07-28,136.3000030517578
2017-07-31,131.64999389648438
2017-08-01,132.10000610351562
2017-08-02,133.89999389648438
2017-08-03,133.3000030517578
2017-08-04,135.3000030517578
2017-08-07,134.10000610351562
2017-08-08,131.5500030517578
2017-08-09,133.4499969482422
2017-08-10,135.5500030517578
2017-08-11,136.10000610351562
2017-08-14,136.0500030517578
2017-08-15,139.3000030517578
2017-08-16,141.64999389648438
2017-08-17,144.10000610351562
2017-08-18,140.3000030517578
2017-08-21,135.39999389648438
2017-08-22,131.89999389648438
2017-08-23,134.85000610351562
2017-08-24,138.4499969482422
2017-08-25,135.39999389648438
2017-08-28,132.75
2017-08-29,130.85000610351562
2017-08-30,133.5
2017-08-31,137.64999389648438
2017-09-01,138.60000610351562
2017-09-05,145.5
2017-09-06,145.4499969482422
2017-09-07,150.35000610351562
2017-09-08,154.5
2017-09-11,154.10000610351562
2017-09-12,157.14999389648438
2017-09-13,155.64999389648438
2017-09-14,150.8000030517578
2017-09-15,149.64999389648438
2017-09-18,151.35000610351562
2017-09-19,152.14999389648438
2017-09-20,154.6999969482422
2017-09-21,152.25
2017-09-22,146.8000030517578
2017-09-25,145.5500030517578
2017-09-26,147.8000030517578
2017-09-27,149.9499969482422
2017-09-28,147.0
2017-09-29,148.35000610351562
2017-10-02,153.0
2017-10-03,155.3000030517578
2017-10-04,158.1999969482422
2017-10-05,159.1999969482422
2017-10-06,157.14999389648438
2017-10-09,157.5
2017-10-10,161.25
2017-10-11,162.60000610351562
2017-10-12,158.89999389648438
2017-10-13,151.60000610351562
2017-10-16,152.35000610351562
2017-10-17,152.75
2017-10-18,150.3000030517578
2017-10-19,152.10000610351562
2017-10-20,156.0
2017-10-23,152.75
2017-10-24,151.60000610351562
2017-10-25,153.35000610351562
2017-10-26,153.6999969482422
2017-10-27,155.5500030517578
2017-10-30,156.8000030517578
2017-10-31,156.25
2017-11-01,152.89999389648438
2017-11-02,155.75
2017-11-03,157.85000610351562
2017-11-06,160.39999389648438
2017-11-07,160.0500030517578
2017-11-08,161.3000030517578
2017-11-09,161.35000610351562
2017-11-10,162.60000610351562
2017-11-13,160.60000610351562
2017-11-14,161.39999389648438
2017-11-15,163.0
2017-11-16,166.10000610351562
2017-11-17,166.8000030517578
2017-11-20,167.3000030517578
2017-11-21,166.75
2017-11-22,166.75
2017-11-24,165.89999389648438
2017-11-27,166.8000030517578
2017-11-28,165.3000030517578
2017-11-29,163.5
2017-11-30,160.10000610351562
2017-12-01,162.6999969482422
2017-12-04,161.8000030517578
2017-12-05,162.0500030517578
2017-12-06,157.6999969482422
2017-12-07,153.4499969482422
2017-12-08,152.85000610351562
2017-12-11,151.0
2017-12-12,149.9499969482422
2017-12-13,148.4499969482422
2017-12-14,146.89999389648438
2017-12-15,144.5
2017-12-18,141.0500030517578
2017-12-19,140.8000030517578
2017-12-20,138.9499969482422
2017-12-21,137.0500030517578
2017-12-22,135.25
2017-12-26,134.0500030517578
2017-12-27,133.14999389648438
2017-12-28,136.6999969482422
2017-12-29,136.0
2018-01-02,135.6999969482422
2018-01-03,139.5
2018-01-04,139.5
2018-01-05,138.85000610351562
2018-01-08,138.0
2018-01-09,135.39999389648438
2018-01-10,134.85000610351562
2018-01-11,136.5
2018-01-12,136.1999969482422
2018-01-16,140.39999389648438
2018-01-17,140.0
2018-01-18,145.25
2018-01-19,146.5
2018-01-22,148.4499969482422
2018-01-23,148.39999389648438
2018-01-24,147.9499969482422
2018-01-25,149.64999389648438
2018-01-26,149.8000030517578
2018-01-29,152.60000610351562
2018-01-30,148.10000610351562
2018-01-31,148.6999969482422
2018-02-01,149.0
2018-02-02,147.0
2018-02-05,143.75
2018-02-06,146.3000030517578
2018-02-07,145.4499969482422
2018-02-08,147.5
2018-02-09,147.60000610351562
2018-02-12,148.39999389648438
2018-02-13,147.8000030517578
2018-02-14,148.39999389648438
2018-02-15,148.9499969482422
2018-02-16,151.1999969482422
2018-02-20,146.39999389648438
2018-02-21,143.14999389648438
2018-02-22,146.14999389648438
2018-02-23,148.3000030517578
2018-02-26,148.0
2018-02-27,146.14999389648438
2018-02-28,143.39999389648438
2018-03-01,138.4499969482422
2018-03-02,138.10000610351562
2018-03-05,139.89999389648438
2018-03-06,141.9499969482422
2018-03-07,141.14999389648438
2018-03-08,138.5
2018-03-09,139.85000610351562
2018-03-12,138.8000030517578
2018-03-13,138.0
2018-03-14,139.39999389648438
2018-03-15,138.8000030517578
2018-03-16,138.3000030517578
2018-03-19,138.0
2018-03-20,137.39999389648438
2018-03-21,137.14999389648438
2018-03-22,136.0
2018-03-23,135.25
2018-03-26,137.89999389648438
2018-03-27,137.6999969482422
2018-03-28,141.10000610351562
2018-03-29,141.10000610351562
2018-04-02,139.1999969482422
2018-04-03,138.35000610351562
2018-04-04,138.85000610351562
2018-04-05,137.75
2018-04-06,137.4499969482422
2018-04-09,138.5
2018-04-10,138.25
2018-04-11,139.25
2018-04-12,139.9499969482422
2018-04-13,141.0500030517578
2018-04-16,143.5
2018-04-17,145.64999389648438
2018-04-18,144.6999969482422
2018-04-19,143.14999389648438
2018-04-20,143.25
2018-04-23,145.85000610351562
2018-04-24,147.5500030517578
2018-04-25,147.5
2018-04-26,152.14999389648438
2018-04-27,153.6999969482422
2018-04-30,154.9499969482422
2018-05-01,157.5500030517578
2018-05-02,159.9499969482422
2018-05-03,159.64999389648438
2018-05-04,162.4499969482422
2018-05-07,165.64999389648438
2018-05-08,162.5
2018-05-09,167.75
2018-05-10,169.64999389648438
2018-05-11,169.35000610351562
2018-05-14,171.35000610351562
2018-05-15,169.89999389648438
2018-05-16,170.0500030517578
2018-05-17,169.9499969482422
2018-05-18,166.1999969482422
2018-05-21,167.4499969482422
2018-05-22,168.5500030517578
2018-05-23,169.0
2018-05-24,168.39999389648438
2018-05-25,169.3000030517578
2018-05-29,169.89999389648438
2018-05-30,162.6999969482422
2018-05-31,161.8000030517578
2018-06-01,165.3000030517578
2018-06-04,165.1999969482422
2018-06-05,165.0
2018-06-06,165.89999389648438
2018-06-07,164.85000610351562
2018-06-08,159.1999969482422
2018-06-11,157.0
2018-06-12,154.3000030517578
2018-06-13,153.25
2018-06-14,155.5
2018-06-15,159.89999389648438
2018-06-18,158.0
2018-06-19,156.89999389648438
2018-06-20,156.9499969482422
2018-06-21,155.39999389648438
2018-06-22,160.6999969482422
2018-06-25,157.3000030517578
2018-06-26,155.89999389648438
2018-06-27,157.39999389648438
2018-06-28,159.3000030517578
2018-06-29,159.5500030517578
2018-07-02,165.8000030517578
2018-07-03,166.5
2018-07-05,168.0500030517578
2018-07-06,168.39999389648438
2018-07-09,168.75
2018-07-10,166.75
2018-07-11,166.6999969482422
2018-07-12,167.60000610351562
2018-07-13,168.8000030517578
2018-07-16,170.64999389648438
2018-07-17,171.3000030517578
2018-07-18,169.60000610351562
2018-07-19,169.9499969482422
2018-07-20,170.9499969482422
2018-07-23,167.85000610351562
2018-07-24,163.14999389648438
2018-07-25,164.75
2018-07-26,163.89999389648438
2018-07-27,163.8000030517578
2018-07-30,169.10000610351562
2018-07-31,167.39999389648438
2018-08-01,169.14999389648438
2018-08-02,167.75
2018-08-03,168.89999389648438
2018-08-06,166.39999389648438
2018-08-07,164.5
2018-08-08,164.1999969482422
2018-08-09,164.35000610351562
2018-08-10,161.8000030517578
2018-08-13,158.5
2018-08-14,155.75
2018-08-15,155.1999969482422
2018-08-16,154.35000610351562
2018-08-17,155.35000610351562
2018-08-20,155.3000030517578
2018-08-21,154.85000610351562
2018-08-22,155.85000610351562
2018-08-23,156.0
2018-08-24,156.14999389648438
2018-08-27,158.0500030517578
2018-08-28,154.3000030517578
2018-08-29,154.5
2018-08-30,157.0
2018-08-31,157.85000610351562
2018-09-04,158.64999389648438
2018-09-05,156.60000610351562
2018-09-06,156.39999389648438
2018-09-07,159.5500030517578
2018-09-10,158.9499969482422
2018-09-11,157.1999969482422
2018-09-12,153.85000610351562
2018-09-13,153.60000610351562
2018-09-14,153.5
2018-09-17,152.5
2018-09-18,146.8000030517578
2018-09-19,146.60000610351562
2018-09-20,147.39999389648438
2018-09-21,147.25
2018-09-24,146.4499969482422
2018-09-25,149.8000030517578
2018-09-26,147.8000030517578
2018-09-27,146.85000610351562
2018-09-28,147.60000610351562
2018-10-01,146.10000610351562
2018-10-02,146.75
2018-10-03,146.5
2018-10-04,144.60000610351562
2018-10-05,143.1999969482422
2018-10-08,145.10000610351562
2018-10-09,142.39999389648438
2018-10-10,143.6999969482422
2018-10-11,142.6999969482422
2018-10-12,144.14999389648438
2018-10-15,144.85000610351562
2018-10-16,145.10000610351562
2018-10-17,142.75
2018-10-18,142.8000030517578
2018-10-19,139.5
2018-10-22,137.89999389648438
2018-10-23,137.75
2018-10-24,139.9499969482422
2018-10-25,138.14999389648438
2018-10-26,135.60000610351562
2018-10-29,138.1999969482422
2018-10-30,135.5500030517578
2018-10-31,135.6999969482422
2018-11-01,136.14999389648438
2018-11-02,137.0500030517578
2018-11-05,137.35000610351562
2018-11-06,136.0500030517578
2018-11-07,136.85000610351562
2018-11-08,136.0
2018-11-09,135.3000030517578
2018-11-12,135.4499969482422
2018-11-13,134.14999389648438
2018-11-14,133.5500030517578
2018-11-15,133.10000610351562
2018-11-16,137.3000030517578
2018-11-19,140.35000610351562
2018-11-20,139.1999969482422
2018-11-21,140.1999969482422
2018-11-23,141.60000610351562
2018-11-26,140.0500030517578
2018-11-27,139.3000030517578
2018-11-28,139.6999969482422
2018-11-29,144.5500030517578
2018-11-30,143.9499969482422
2018-12-03,143.3000030517578
2018-12-04,144.1999969482422
2018-12-06,141.5
2018-12-07,143.10000610351562
2018-12-10,139.39999389648438
2018-12-11,137.8000030517578
2018-12-12,138.5
2018-12-13,138.64999389648438
2018-12-14,139.14999389648438
2018-12-17,139.60000610351562
2018-12-18,137.14999389648438
2018-12-19,136.3000030517578
2018-12-20,131.5
2018-12-21,130.4499969482422
2018-12-24,128.64999389648438
2018-12-26,128.1999969482422
2018-12-27,123.80000305175781
2018-12-28,126.0
2018-12-31,125.1500015258789
2019-01-02,122.4000015258789
2019-01-03,121.6500015258789
2019-01-04,121.30000305175781
2019-01-07,121.94999694824219
2019-01-08,122.30000305175781
2019-01-09,123.55000305175781
2019-01-10,120.69999694824219
2019-01-11,121.0
2019-01-14,120.75
2019-01-15,121.4000015258789
2019-01-16,120.9000015258789
2019-01-17,119.5
2019-01-18,119.8499984741211
2019-01-22,119.19999694824219
2019-01-23,117.9000015258789
2019-01-24,119.1500015258789
2019-01-25,119.4000015258789
2019-01-28,118.3499984741211
2019-01-29,117.44999694824219
2019-01-30,117.0
2019-01-31,120.0999984741211
2019-02-01,122.25
2019-02-04,119.05000305175781
2019-02-05,120.0
2019-02-06,120.44999694824219
2019-02-07,119.8499984741211
2019-02-08,120.94999694824219
2019-02-11,118.3499984741211
2019-02-12,118.9000015258789
2019-02-13,119.0999984741211
2019-02-14,117.69999694824219
2019-02-15,115.19999694824219
2019-02-19,118.80000305175781
2019-02-20,119.8499984741211
2019-02-21,120.05000305175781
2019-02-22,121.30000305175781
2019-02-25,118.44999694824219
2019-02-26,116.6500015258789
2019-02-27,113.1500015258789
2019-02-28,114.30000305175781
2019-03-01,114.05000305175781
2019-03-04,114.3499984741211
2019-03-05,112.6500015258789
2019-03-06,112.19999694824219
2019-03-07,111.94999694824219
2019-03-08,111.55000305175781
2019-03-11,112.94999694824219
2019-03-12,123.5
2019-03-13,123.44999694824219
2019-03-14,124.9000015258789
2019-03-15,126.4000015258789
2019-03-18,128.5
2019-03-19,129.25
2019-03-20,130.10000610351562
2019-03-21,127.5
2019-03-22,129.85000610351562
2019-03-25,128.85000610351562
2019-03-26,128.5
2019-03-27,123.0
2019-03-28,123.80000305175781
2019-03-29,119.9000015258789
2019-04-01,123.5999984741211
2019-04-02,121.6500015258789
2019-04-03,120.4000015258789
2019-04-04,117.69999694824219
2019-04-05,116.75
2019-04-08,111.44999694824219
2019-04-09,109.4000015258789
2019-04-10,108.5999984741211
2019-04-11,107.1500015258789
2019-04-12,106.69999694824219
2019-04-15,109.8499984741211
2019-04-16,107.44999694824219
2019-04-17,109.6500015258789
2019-04-18,107.25
2019-04-22,106.05000305175781
2019-04-23,101.0
2019-04-24,100.44999694824219
2019-04-25,100.75
2019-04-26,99.80000305175781
2019-04-29,96.69999694824219
2019-04-30,94.80000305175781
2019-05-01,94.05000305175781
2019-05-02,92.94999694824219
2019-05-03,93.55000305175781
2019-05-06,91.9000015258789
2019-05-07,91.25
2019-05-08,95.1500015258789
2019-05-09,93.80000305175781
2019-05-10,95.3499984741211
2019-05-13,95.80000305175781
2019-05-14,101.69999694824219
2019-05-15,106.9000015258789
2019-05-16,102.5
2019-05-17,96.75
2019-05-20,100.25
2019-05-21,98.0
2019-05-22,98.19999694824219
2019-05-23,99.69999694824219
2019-05-24,100.94999694824219
2019-05-28,104.4000015258789
2019-05-29,103.19999694824219
2019-05-30,104.55000305175781
2019-05-31,108.4000015258789
2019-06-03,110.9000015258789
2019-06-04,108.55000305175781
2019-06-05,103.75
2019-06-06,107.30000305175781
2019-06-07,106.0999984741211
2019-06-10,101.6500015258789
2019-06-11,103.44999694824219
2019-06-12,101.55000305175781
2019-06-13,102.75
2019-06-14,104.5
2019-06-17,104.75
2019-06-18,101.69999694824219
2019-06-19,98.80000305175781
2019-06-20,99.80000305175781
2019-06-21,100.0
2019-06-24,99.25
2019-06-25,100.55000305175781
2019-06-26,98.9000015258789
2019-06-27,99.30000305175781
2019-06-28,100.94999694824219
2019-07-01,98.30000305175781
2019-07-02,95.9000015258789
2019-07-03,96.5
2019-07-05,97.69999694824219
2019-07-08,103.1500015258789
