datetime,NDVI,EVI,NDWI,NDMI,B2,B3,B4,B8,B11
2015-08-01,0.35974976828125,1.5216399880859677,-0.3690126752832677,0.0450578328611125,1410.131221719457,1673.4434389140272,1716.0,3632.7239819004526,3339.4841628959275
2015-08-11,0.3454425228849869,1.3339341329967125,-0.3652361107578445,0.0299694516657253,1423.920993227991,1706.8916478555304,1793.1467268623026,3672.336343115124,3477.7720090293456
2015-08-11,0.3300156514044723,1.2052823375494113,-0.3586357529811348,0.0268764145817971,1421.978723404255,1716.4038120567377,1838.774379432624,3648.094858156028,3472.268173758865
2016-03-17,0.4345998418295257,1.8969337790773448,-0.4111818076028803,0.1249856890071936,1316.0838033984264,1622.348001302614,1535.4799723194662,3903.301898093766,3040.1694502273776
2016-03-17,0.3926892997194094,1.2574155393765063,-0.3640215786257159,0.1089787034900011,1313.3351872193105,1596.178566297281,1494.794071890608,3596.1090672018227,2869.4947913528586
2016-03-21,0.4567027097552094,2.0742457045968314,-0.4294742954455402,0.135733368384297,1353.8175372602498,1649.5872750155338,1544.213905835599,4137.585867421605,3166.53223166518
2016-03-21,0.440388992596841,1.8034535801944285,-0.4218393983214643,0.1220749791907362,1360.164377751002,1695.7175166597003,1624.5219035089874,4183.139019352301,3275.3486918140006
2016-04-03,0.4307696488388721,1.7771970664638628,-0.4186674725253547,0.1305898867728975,1291.0807530848492,1586.575480218801,1544.6438811856,3888.733265487851,2990.659114616461
2016-04-03,0.403528569783125,1.7269601251827662,-0.3879863028531474,0.1026711469784545,1326.592497122764,1626.4665456410864,1574.9066515340396,3784.5434392351503,3085.281546611242
2016-04-03,0.3941296344508133,1.8303069948584576,-0.3739702466151304,0.132562231905007,1308.9684722440593,1587.144014269682,1515.1997332567078,3650.303863982608,2774.0343101270287
2016-04-03,0.4171624585764594,1.6312275061967212,-0.4040747417401542,0.0864526012593376,1340.3393681886516,1687.4358268661072,1640.744114329082,3990.3563527180672,3368.710193716713
2016-04-03,0.4065748835263839,1.7658157851593002,-0.3922428251778376,0.0860476313799911,1330.7592862316012,1648.805062253435,1598.0567512393434,3841.6443713719527,3234.6664151634213
2016-04-07,0.4359049849962105,1.8370207148460709,-0.4222016164588832,0.1290265607321807,1361.8897254207263,1657.5243578387954,1606.2400354295837,4099.666961913197,3165.44286979628
2016-04-17,0.4082392147569527,1.6688148824457805,-0.407283678694898,0.0898472001816767,1389.566,1673.4,1674.396,3978.694,3335.192
2016-05-07,0.3995543954190174,1.7296277355015648,-0.3867405387233156,0.0862899631129524,1315.822405787594,1599.44876594504,1554.4809971572272,3677.3820963627086,3092.3665106786207
2016-06-15,0.335239505065516,1.543151154630778,-0.3286302951382263,0.0555785210922087,1363.8029284707252,1631.928773482594,1620.3963572607763,3373.0003117958245,3036.50805547857
2016-06-16,0.3696436622614129,1.5609636437467842,-0.3731455148830309,0.0742520151822674,1360.2203760384784,1629.631832094447,1647.5260166156536,3583.0620900743334,3100.425010931351
2016-06-16,0.3830172370510182,1.5761368370522988,-0.3830113695924751,0.0840352653324666,1341.132705502755,1622.1769769611262,1625.7644150709025,3650.765194497989,3093.327299990351
2016-06-16,0.3788525122134468,1.625486076700995,-0.3748055536411279,0.0716633787619835,1291.5760173190135,1544.2999159394922,1533.7845407078016,3470.2693943176137,3003.1047834256688
2016-07-06,0.3422545864990062,1.4052997473766375,-0.3562850543187025,0.015261829415021,1281.0780218787604,1520.4354384250703,1573.0281521742302,3227.76338770162,3138.8922952302028
2016-07-12,0.3227053483756745,1.0274477396463133,-0.3576327790050799,0.0137463593012565,1310.5645571050754,1633.9022778774151,1778.7596788325666,3480.7867174818525,3411.441615494351
2016-07-12,0.3111991890377236,1.0782596373504685,-0.3352794625814186,0.0343484362813535,1287.458866201292,1589.741389597304,1697.2843902422946,3317.2201296353883,3122.2722420065684
2016-07-12,0.3290564631226119,1.0235431608856629,-0.3679946456264496,0.0315919100128892,1311.317508364905,1654.1957778385345,1819.978081995599,3584.6801546693746,3394.858616828757
2016-07-12,0.3427071183230276,1.3040094984623118,-0.3678042161391363,0.0235996208793303,1356.711216886828,1626.290751596115,1731.050248304349,3519.046374436557,3399.953837075375
2016-07-12,0.2814520476494011,0.7850243491200973,-0.298062984225116,0.0098848903883321,1358.970355226827,1628.0893431952093,1712.7517957421649,3217.989610314469,3190.931673400902
2016-07-12,0.3214153753214339,1.0305589932828485,-0.3505919215917175,0.0099661135228355,1338.0990082644628,1668.0439669421487,1796.563140495868,3539.1146280991734,3497.7204958677685
2016-07-12,0.3246734555610946,1.0429138047368574,-0.3624100942866992,-0.0052600088221465,1376.0485409497298,1707.6490408075804,1869.168732788214,3655.061348215914,3719.431928314101
2016-07-12,0.3304072622272931,1.035739276721501,-0.3657241224685827,-0.00034027208362808544,1351.676789290094,1700.4265534018618,1853.062923329976,3667.974768610359,3702.055769976089
2016-07-12,0.3233849205979359,0.9467981779110956,-0.3540636871590739,0.003999974176949,1350.4895838271625,1672.1814036142073,1802.78316651946,3549.998641590736,3543.283333175308
2016-07-25,0.3077785186101137,1.0327222685695876,-0.3470723814813749,-0.002711440234454,1446.4051999860435,1768.909346250916,1941.8452914015888,3652.852758167503,3701.492899594096
2016-07-25,0.2755784966219275,0.8901485359124691,-0.3075064054998235,-0.0092224563641835,1399.106336231776,1671.719547731208,1814.7860614072647,3280.1390492238747,3386.119737650586
2016-07-26,0.3301227878642894,1.2214241916767188,-0.3588221817524315,0.0154155836464589,1339.343887049065,1609.0309876886474,1729.60058700103,3498.9895098212573,3399.467754885345
2016-07-26,0.3067552228598874,0.9754584757488082,-0.3431776472843038,-0.0076948974919699,1365.6972253808588,1626.7739591078068,1775.763768496246,3371.5363113200674,3443.445349515271
2016-08-01,0.2479356546372925,0.8259507792798452,-0.2836787523621209,-0.0192018132841349,1418.061690083801,1696.2778059576276,1864.2928732838957,3232.009224132666,3413.766306328897
2016-08-08,0.3065851925582037,1.073851834245568,-0.3451516464511605,0.0116262448963796,1404.7500178715377,1691.5207938413446,1851.6823747205265,3488.052986025689,3424.181461423363
2016-08-08,0.2683564054619302,0.8100337950156838,-0.3316987569286745,-0.0154740858738301,1426.27123237328,1758.7585894539131,2035.72719415256,3515.6428077530377,3663.0421081287154
2016-08-08,0.2934187621347913,1.0488709938287868,-0.3400447905439542,0.0162059253448661,1387.3133295374964,1661.5069942217635,1856.4846990932497,3387.293806803216,3310.9665838014416
